290.00116,208.84126,297.6113,203.13365,286.19608,203.13365,312.8316,208.84126,282.391,208.84126,333.75952,252.59962,272.8783,248.79456,335.66205,311.57828,255.75548,300.16306,310.92905,349.62903,238.63263,336.31128,318.5392,340.11636,280.48846,334.40875,293.8062,387.67978,225.31487,364.84933,291.9037,454.2686,246.24278,439.0483
289.07394,209.2814,296.66373,203.58908,285.27908,205.48653,311.84323,207.38396,281.4842,209.2814,332.71506,252.92252,271.99698,249.12764,336.50995,311.74316,256.81747,298.4611,309.9458,349.69196,237.84308,338.3073,315.63812,342.1022,281.4842,334.51245,292.86884,389.5382,226.45844,366.76892,294.76627,450.2563,247.33028,438.87164
288.62747,211.33461,296.2215,203.7406,284.83047,203.7406,313.308,209.43611,282.93198,209.43611,332.29303,253.10165,273.43945,247.40614,336.09003,311.9552,256.35294,298.66568,309.511,349.92523,239.26643,336.6357,317.105,342.33124,282.93198,334.7372,292.42447,389.79376,225.97693,365.11325,294.323,450.54584,246.86044,439.15482
288.58096,211.74974,296.18213,204.14859,284.7804,204.14859,311.3844,207.94917,280.97983,209.84946,334.18784,253.55603,273.3787,247.85516,336.0881,312.46487,256.27612,299.16287,307.58383,350.47058,237.27325,337.1686,317.08527,342.86945,282.88013,333.368,292.38156,384.67575,225.87155,365.67288,292.38156,454.9863,246.77469,439.78403
288.3904,210.89163,296.00415,203.27788,282.68008,205.18132,311.2317,208.98819,278.87323,210.89163,332.1695,252.76729,271.25946,248.96042,335.97638,311.7739,256.03195,300.35327,309.32825,349.84268,238.901,338.42206,318.84543,340.3255,280.77664,334.61517,294.10074,389.8149,225.57692,366.97363,292.1973,454.53183,246.51476,439.30432
286.11154,211.8075,293.7177,204.20132,282.30844,206.10287,310.8316,209.90596,278.50537,211.8075,331.7486,253.64146,270.89917,247.93683,335.55167,312.58932,255.68683,301.18005,308.93005,350.6202,238.57294,337.3094,318.43777,339.21094,282.30844,333.5063,293.7177,384.848,225.26213,367.7341,293.7177,451.402,248.08066,439.99274
285.49603,213.1588,293.09473,205.5601,281.6967,207.45978,308.2921,209.35945,275.99765,211.25912,332.98785,254.95161,270.29865,249.2526,336.7872,313.84146,255.10126,300.54376,310.19177,351.83493,238.0042,336.63754,319.69016,342.33658,281.6967,334.73788,293.09473,387.9287,226.60616,367.03232,293.09473,454.41727,247.50256,439.21988
283.965,215.59134,291.5439,208.01242,278.2808,208.01242,306.70178,211.80188,270.70187,213.69661,331.3333,255.38072,268.80713,249.69652,337.0175,314.1174,255.54402,300.85428,308.59653,352.01205,238.49142,336.8542,319.9649,340.64368,282.07028,334.95947,293.43866,386.11725,227.12303,367.16992,293.43866,452.43286,247.96509,439.16974
281.7781,215.9097,287.47055,208.31975,274.18814,210.21722,304.54797,212.11472,268.49567,214.0122,329.2153,255.75694,266.5982,251.96198,336.80527,314.57907,255.21326,303.19415,308.34293,350.63138,238.13586,339.24643,317.83038,339.24643,281.7781,333.55396,291.26553,384.78616,226.75095,367.70877,293.16302,454.99323,247.6233,439.81332
278.55432,218.12622,284.1807,210.62442,271.05255,212.49988,301.05972,214.37532,265.42618,218.12622,327.316,255.63521,263.55075,253.75977,338.56873,315.6496,254.1735,302.52145,312.3124,347.53223,239.1699,338.15497,316.06332,340.03043,278.55432,332.52863,291.6825,392.543,226.04175,368.16217,295.43338,456.3083,246.67169,439.42923
